1,1,1682,1592,156,337,1,-1,-1,-1
1,2,247,176,107,248,1,-1,-1,-1
1,3,1242,1213,60,118,1,-1,-1,-1
1,4,1275,1212,73,199,1,-1,-1,-1
1,5,118,45,93,239,1,-1,-1,-1
1,6,0,-278,110,666,1,-1,-1,-1
1,7,1866,1777,35,213,1,-1,-1,-1
2,1,1671,1583,163,338,1,-1,-1,-1
2,2,258,181,96,250,1,-1,-1,-1
2,3,1244,1213,59,120,1,-1,-1,-1
2,6,0,-274,114,662,1,-1,-1,-1
2,4,1278,1215,71,197,1,-1,-1,-1
2,5,117,38,83,240,1,-1,-1,-1
2,7,1865,1778,35,208,1,-1,-1,-1
3,1,1668,1579,163,340,1,-1,-1,-1
3,2,258,181,97,251,1,-1,-1,-1
3,6,0,-254,119,626,1,-1,-1,-1
3,3,1247,1215,56,120,1,-1,-1,-1
3,5,114,37,87,240,1,-1,-1,-1
3,4,1280,1215,68,198,1,-1,-1,-1
3,7,1863,1778,37,206,1,-1,-1,-1
4,1,1666,1577,162,341,1,-1,-1,-1
4,2,258,181,97,251,1,-1,-1,-1
4,6,0,-264,125,652,1,-1,-1,-1
4,5,115,39,89,241,1,-1,-1,-1
4,3,1250,1217,54,121,1,-1,-1,-1
4,4,1282,1216,67,199,1,-1,-1,-1
4,7,1861,1771,39,219,1,-1,-1,-1
5,1,1668,1575,159,344,1,-1,-1,-1
5,6,0,-265,137,667,1,-1,-1,-1
5,2,258,181,97,250,1,-1,-1,-1
5,5,119,41,85,241,1,-1,-1,-1
5,4,1284,1219,68,199,1,-1,-1,-1
5,3,1255,1221,49,117,1,-1,-1,-1
5,7,1860,1768,40,225,1,-1,-1,-1
6,6,0,-266,138,671,1,-1,-1,-1
6,1,1669,1571,151,346,1,-1,-1,-1
6,2,260,183,95,249,1,-1,-1,-1
6,5,121,42,82,240,1,-1,-1,-1
6,4,1285,1219,69,200,1,-1,-1,-1
6,3,1259,1221,43,118,1,-1,-1,-1
6,7,1858,1763,42,232,1,-1,-1,-1
7,6,0,-264,148,676,1,-1,-1,-1
7,1,1670,1570,148,348,1,-1,-1,-1
7,2,263,185,92,249,1,-1,-1,-1
7,5,120,42,81,236,1,-1,-1,-1
7,4,1287,1221,68,200,1,-1,-1,-1
7,3,1263,1223,39,119,1,-1,-1,-1
7,7,1855,1761,46,234,1,-1,-1,-1
8,6,0,-260,160,681,1,-1,-1,-1
8,1,1672,1571,146,349,1,-1,-1,-1
8,2,265,186,90,248,1,-1,-1,-1
8,5,120,40,76,236,1,-1,-1,-1
8,4,1287,1222,71,201,1,-1,-1,-1
8,7,1854,1759,47,237,1,-1,-1,-1
8,3,1264,1225,38,117,1,-1,-1,-1
9,6,0,-257,164,678,1,-1,-1,-1
9,1,1671,1570,148,350,1,-1,-1,-1
9,2,267,187,88,248,1,-1,-1,-1
9,5,120,39,76,238,1,-1,-1,-1
9,4,1292,1224,67,202,1,-1,-1,-1
9,7,1853,1754,48,246,1,-1,-1,-1
9,3,1267,1228,41,119,1,-1,-1,-1
10,6,0,-253,172,678,1,-1,-1,-1
10,1,1665,1568,158,352,1,-1,-1,-1
10,2,269,190,86,245,1,-1,-1,-1
10,5,121,36,70,240,1,-1,-1,-1
10,3,1269,1229,41,120,1,-1,-1,-1
10,4,1293,1232,79,201,1,-1,-1,-1
10,7,1850,1710,51,331,1,-1,-1,-1
11,6,0,-252,172,676,1,-1,-1,-1
11,1,1662,1566,163,354,1,-1,-1,-1
11,2,262,187,94,245,1,-1,-1,-1
11,5,121,33,70,246,1,-1,-1,-1
11,3,1272,1232,41,120,1,-1,-1,-1
11,4,1294,1234,82,203,1,-1,-1,-1
11,7,1849,1712,52,327,1,-1,-1,-1
12,6,0,-250,177,676,1,-1,-1,-1
12,1,1659,1564,165,355,1,-1,-1,-1
12,2,265,187,91,247,1,-1,-1,-1
12,5,120,33,69,243,1,-1,-1,-1
12,7,1848,1727,53,294,1,-1,-1,-1
12,4,1294,1234,85,204,1,-1,-1,-1
12,3,1274,1234,40,121,1,-1,-1,-1
13,6,0,-258,185,701,1,-1,-1,-1
13,1,1660,1557,150,357,1,-1,-1,-1
13,5,118,28,73,253,1,-1,-1,-1
13,7,1847,1726,54,296,1,-1,-1,-1
13,2,278,194,81,248,1,-1,-1,-1
13,3,1275,1235,42,122,1,-1,-1,-1
13,4,1297,1236,83,205,1,-1,-1,-1
14,6,0,-255,188,698,1,-1,-1,-1
14,1,1659,1554,148,359,1,-1,-1,-1
14,2,287,199,77,252,1,-1,-1,-1
14,5,119,32,76,250,1,-1,-1,-1
14,3,1275,1234,43,124,1,-1,-1,-1
14,7,1846,1702,55,343,1,-1,-1,-1
14,4,1299,1237,81,204,1,-1,-1,-1
14,8,1785,1725,54,175,1,-1,-1,-1
15,6,0,-247,194,689,1,-1,-1,-1
15,1,1654,1551,155,360,1,-1,-1,-1
15,2,292,210,82,247,1,-1,-1,-1
15,3,1276,1236,43,123,1,-1,-1,-1
15,5,121,52,68,207,1,-1,-1,-1
15,4,1300,1242,80,196,1,-1,-1,-1
15,7,1843,1668,58,408,1,-1,-1,-1
16,6,0,-241,199,680,1,-1,-1,-1
16,1,1652,1547,151,361,1,-1,-1,-1
16,2,300,217,81,246,1,-1,-1,-1
16,3,1278,1237,42,124,1,-1,-1,-1
16,5,121,54,69,203,1,-1,-1,-1
16,7,1842,1661,59,420,1,-1,-1,-1
16,4,1300,1240,80,200,1,-1,-1,-1
16,8,1786,1734,65,168,1,-1,-1,-1
17,6,0,-237,203,677,1,-1,-1,-1
17,1,1649,1545,155,362,1,-1,-1,-1
17,2,294,216,93,248,1,-1,-1,-1
17,3,1279,1239,42,123,1,-1,-1,-1
17,7,1841,1660,60,422,1,-1,-1,-1
17,5,120,51,69,207,1,-1,-1,-1
17,4,1304,1243,75,197,1,-1,-1,-1
17,8,1785,1730,67,177,1,-1,-1,-1
18,6,-1,-231,210,671,1,-1,-1,-1
18,1,1644,1541,161,366,1,-1,-1,-1
18,2,297,221,99,251,1,-1,-1,-1
18,7,1843,1659,58,426,1,-1,-1,-1
18,3,1280,1241,44,122,1,-1,-1,-1
18,8,1790,1733,62,176,1,-1,-1,-1
18,4,1309,1248,76,198,1,-1,-1,-1
18,5,128,64,63,190,1,-1,-1,-1
19,6,-1,-227,219,670,1,-1,-1,-1
19,1,1639,1538,164,367,1,-1,-1,-1
19,2,304,227,97,251,1,-1,-1,-1
19,7,1842,1658,59,427,1,-1,-1,-1
19,8,1790,1735,60,171,1,-1,-1,-1
19,3,1282,1244,45,121,1,-1,-1,-1
19,4,1310,1248,72,196,1,-1,-1,-1
20,6,-1,-216,235,665,1,-1,-1,-1
20,1,1632,1533,171,369,1,-1,-1,-1
20,2,294,223,110,252,1,-1,-1,-1
20,7,1840,1658,61,425,1,-1,-1,-1
20,8,1790,1733,56,171,1,-1,-1,-1
20,3,1284,1247,49,123,1,-1,-1,-1
20,4,1313,1251,73,197,1,-1,-1,-1
21,6,-1,-210,244,663,1,-1,-1,-1
21,1,1632,1531,169,371,1,-1,-1,-1
21,2,292,222,112,252,1,-1,-1,-1
21,7,1842,1653,59,436,1,-1,-1,-1
21,8,1790,1732,56,173,1,-1,-1,-1
