1,1,1700,390,156,337,1,-1,-1,-1
1,2,249,456,107,248,1,-1,-1,-1
1,3,1255,539,60,118,1,-1,-1,-1
1,4,1287,458,73,199,1,-1,-1,-1
1,5,119,503,93,239,1,-1,-1,-1
1,6,0,243,110,666,1,-1,-1,-1
1,7,1884,368,35,213,1,-1,-1,-1
2,1,1688,390,163,338,1,-1,-1,-1
2,2,261,455,96,250,1,-1,-1,-1
2,3,1256,538,59,120,1,-1,-1,-1
2,6,0,246,114,662,1,-1,-1,-1
2,4,1290,460,71,197,1,-1,-1,-1
2,5,118,503,83,240,1,-1,-1,-1
2,7,1883,370,35,208,1,-1,-1,-1
3,1,1686,389,163,340,1,-1,-1,-1
3,2,261,455,97,251,1,-1,-1,-1
3,6,-1,276,119,626,1,-1,-1,-1
3,3,1259,538,56,120,1,-1,-1,-1
3,5,115,503,87,240,1,-1,-1,-1
3,4,1293,460,68,198,1,-1,-1,-1
3,7,1881,369,37,206,1,-1,-1,-1
4,1,1684,389,162,341,1,-1,-1,-1
4,2,261,455,97,251,1,-1,-1,-1
4,6,-1,261,125,652,1,-1,-1,-1
4,5,115,502,89,241,1,-1,-1,-1
4,3,1262,538,54,121,1,-1,-1,-1
4,4,1295,459,67,199,1,-1,-1,-1
4,7,1879,358,39,219,1,-1,-1,-1
5,1,1685,388,159,344,1,-1,-1,-1
5,6,-2,246,137,667,1,-1,-1,-1
5,2,261,456,97,250,1,-1,-1,-1
5,5,119,503,85,241,1,-1,-1,-1
5,4,1297,458,68,199,1,-1,-1,-1
5,3,1267,540,49,117,1,-1,-1,-1
5,7,1878,351,40,225,1,-1,-1,-1
6,6,0,239,138,671,1,-1,-1,-1
6,1,1687,389,151,346,1,-1,-1,-1
6,2,263,456,95,249,1,-1,-1,-1
6,5,122,504,82,240,1,-1,-1,-1
6,4,1298,458,69,200,1,-1,-1,-1
6,3,1271,540,43,118,1,-1,-1,-1
6,7,1877,346,42,232,1,-1,-1,-1
7,6,0,233,148,676,1,-1,-1,-1
7,1,1687,389,148,348,1,-1,-1,-1
